,# t (s),mx (),my (),mz (),MaxAngle (rad),phi (degree),f_RF (GHz)
60270,3.013504450839394e-07,0.56039613,0.82076097,0.0012044333,0.08827731,55,3500000000.0
60271,3.013562992205947e-07,0.5610916,0.8202644,0.00086889864,0.08623291,55,3500000000.0
60272,3.013606883515216e-07,0.5614574999999999,0.8200002000000001,0.0006076302400000001,0.084873386,55,3500000000.0
60273,3.013650776800176e-07,0.5616865,0.8198318000000001,0.00034064997,0.08368882,55,3500000000.0
60274,3.0137093025334394e-07,0.56177545,0.81975895,-2.0024487e-05,0.0824207,55,3500000000.0
60275,3.0137531965020714e-07,0.5616789000000001,0.81981903,-0.0002908697,0.081727825,55,3500000000.0
60276,3.013811697584864e-07,0.561334,0.82005066,-0.00064761913,0.08116443,55,3500000000.0
60277,3.013855588240341e-07,0.56091607,0.82033616,-0.0009089206599999999,0.081021674,55,3500000000.0
60278,3.0139141102620795e-07,0.56015295,0.82086045,-0.0012442704,0.08120559,55,3500000000.0
60279,3.013957994770841e-07,0.5594326999999999,0.8213562,-0.0014829072,0.0816197,55,3500000000.0
60280,3.0140018770039987e-07,0.5585926,0.8219346,-0.001708021,0.082261264,55,3500000000.0
60281,3.014060391006623e-07,0.5572988,0.8228245999999999,-0.0019834791,0.08345175,55,3500000000.0
60282,3.014104272417358e-07,0.5562095,0.8235724,-0.0021689243,0.08457333,55,3500000000.0
60283,3.014162781747675e-07,0.55461687,0.8246626,-0.002384548,0.086339414,55,3500000000.0
60284,3.014206670266284e-07,0.5533312,0.82554007,-0.0025204529999999998,0.08783948400000001,55,3500000000.0
60285,3.0142505542873195e-07,0.55198056,0.8264587999999999,-0.0026326322,0.08946398,55,3500000000.0
60286,3.014309084888577e-07,0.5500997,0.8277333,-0.0027433490000000004,0.09177972400000001,55,3500000000.0
60287,3.014352971801561e-07,0.548647,0.8287135,-0.0027960245,0.093593866,55,3500000000.0
60288,3.0144114902164896e-07,0.5466793000000001,0.83003527,-0.0028246467,0.09606461,55,3500000000.0
60289,3.0144553735853274e-07,0.5451991999999999,0.8310252,-0.0028145101,0.09791972,55,3500000000.0
60290,3.0145138746398537e-07,0.5432469,0.83232534,-0.002758903,0.10034676,55,3500000000.0
60291,3.014557761321372e-07,0.54181653,0.83327365,-0.0026860446999999996,0.10209512,55,3500000000.0
60292,3.01460164894309e-07,0.54043096,0.83418936,-0.0025871962,0.103753716,55,3500000000.0
60293,3.014660169819628e-07,0.5386767,0.83534425,-0.0024166123,0.10578956,55,3500000000.0
60294,3.0147040545349715e-07,0.5374479,0.8361504999999999,-0.0022612265,0.107156955,55,3500000000.0
60295,3.0147625699093473e-07,0.53594846,0.8371316999999999,-0.0020203388,0.108736455,55,3500000000.0
60296,3.0148064566066143e-07,0.5349424,0.8377888000000001,-0.001816742,0.10972827,55,3500000000.0
60297,3.0148503449860385e-07,0.5340493000000001,0.83837134,-0.0015957426999999998,0.110543326,55,3500000000.0
60298,3.014908850812055e-07,0.5330491999999999,0.83902407,-0.0012779727,0.111362636,55,3500000000.0
60299,3.0149527380726644e-07,0.5324515999999999,0.83941513,-0.0010253565,0.11178074,55,3500000000.0
60300,3.0150112647627805e-07,0.53186893,0.8397985,-0.00067433197,0.11210621,55,3500000000.0
60301,3.0150551536156977e-07,0.5315981,0.83998,-0.00040393788,0.112195686,55,3500000000.0
60302,3.015113665022609e-07,0.53146267,0.8400773000000001,-3.906287e-05,0.11214989,55,3500000000.0
60303,3.015157543575381e-07,0.53153116,0.8400416999999999,0.00023432514,0.11202413,55,3500000000.0
60304,3.015201421105627e-07,0.5317443000000001,0.83991355,0.0005045063400000001,0.11184164,55,3500000000.0
60305,3.015259909648272e-07,0.5322484000000001,0.83960146,0.0008551378999999999,0.11155127,55,3500000000.0
60306,3.0153037936030185e-07,0.53278613,0.83926433,0.0011077932,0.1113149,55,3500000000.0
60307,3.015362318929581e-07,0.533705,0.83868355,0.0014262899,0.11099841,55,3500000000.0
60308,3.0154062048139885e-07,0.53453577,0.83815515,0.0016484029,0.11076356,55,3500000000.0
60309,3.015450083008063e-07,0.5354781,0.8375526,0.0018538951000000002,0.11052874,55,3500000000.0
60310,3.015508600091536e-07,0.53689206,0.83664334,0.0020990137,0.11019591,55,3500000000.0
60311,3.0155524898173673e-07,0.5380564999999999,0.83589005,0.0022591008,0.109915346,55,3500000000.0
60312,3.0156109891724506e-07,0.53972495,0.8348046,0.0024382812,0.10946616,55,3500000000.0
60313,3.015654882019897e-07,0.5410482,0.8339385,0.0025456818,0.10904688400000001,55,3500000000.0
60314,3.015713412185909e-07,0.54288393,0.83272994,0.0026513122,0.10833863,55,3500000000.0
60315,3.015757291315422e-07,0.5442962,0.83179414,0.0027016478000000004,0.10767733,55,3500000000.0
60316,3.015801172349796e-07,0.54572487,0.8308426,0.0027269534999999996,0.10688688,55,3500000000.0
60317,3.0158596902355083e-07,0.54763263,0.8295640999999999,0.0027217321999999998,0.105617814,55,3500000000.0
60318,3.015903571864125e-07,0.549048,0.82860965,0.0026888903000000003,0.10450436,55,3500000000.0
60319,3.015962064200253e-07,0.5508905,0.82735956,0.002607465,0.10281021,55,3500000000.0
60320,3.0160059557311984e-07,0.5522239000000001,0.82644963,0.002519029,0.10139208,55,3500000000.0
60321,3.0160644776602604e-07,0.55391383,0.8252894000000001,0.0023664178,0.09934277,55,3500000000.0
60322,3.016108360557472e-07,0.5551009,0.82446975,0.002227433,0.09771037,55,3500000000.0
60323,3.0161522509909143e-07,0.5562081,0.82370174,0.0020688307,0.09602608,55,3500000000.0
60324,3.0162107677623937e-07,0.5575435999999999,0.8227703000000002,0.0018294534,0.09374617,55,3500000000.0
60325,3.016254655772556e-07,0.5584286,0.82214963,0.0016310817000000002,0.092053115,55,3500000000.0
60326,3.016313152469223e-07,0.559439,0.8214370000000001,0.0013449247,0.08987200000000001,55,3500000000.0
60327,3.016357041808593e-07,0.5600619000000001,0.82099503,0.0011163422999999999,0.088334076,55,3500000000.0
60328,3.0164009396472877e-07,0.560563,0.8206372,0.00087801035,0.08691054599999999,55,3500000000.0
60329,3.016459478794875e-07,0.5610348000000001,0.82029647,0.0005486576,0.08524102,55,3500000000.0
60330,3.0165033782887373e-07,0.5612374,0.8201466000000001,0.00029578520000000003,0.08418364,55,3500000000.0
60331,3.0165619175365637e-07,0.5613026,0.8200903,-4.5119756e-05,0.08307477,55,3500000000.0
60332,3.016605812188657e-07,0.5611974000000001,0.8201562,-0.00030065497000000005,0.08248801,55,3500000000.0
60333,3.0166643224587286e-07,0.56085324,0.82038695,-0.0006369448400000001,0.08204845,55,3500000000.0
60334,3.016708219093692e-07,0.5604449,0.8206653,-0.0008831325999999999,0.08198079,55,3500000000.0
60335,3.016752114841438e-07,0.5599113,0.8210309000000001,-0.0011216585000000002,0.082139306,55,3500000000.0
60336,3.0168106411172855e-07,0.5590132,0.82164794,-0.0014241048,0.082694635,55,3500000000.0
60337,3.016854529493187e-07,0.558207,0.82220227,-0.0016365648000000001,0.08335659,55,3500000000.0
60338,3.0169130616263824e-07,0.5569677,0.8230537,-0.0018970757999999999,0.08454439,55,3500000000.0
60339,3.0169569526457467e-07,0.55592555,0.8237683000000001,-0.0020729275,0.08564751599999999,55,3500000000.0
60340,3.017000839135221e-07,0.554797,0.8245406999999999,-0.0022301779,0.086909175,55,3500000000.0
60341,3.017059339978947e-07,0.55317515,0.8256475000000001,-0.0024082775,0.08880375,55,3500000000.0
60342,3.0171032267528915e-07,0.5518841999999999,0.82652533,-0.0025165111,0.09035551,55,3500000000.0
60343,3.0171617463907447e-07,0.5500857,0.82774395,-0.002624863,0.09255878599999999,55,3500000000.0
60344,3.017205632223938e-07,0.5486951,0.8286824,-0.0026780021999999997,0.09427635,55,3500000000.0
60345,3.0172641686560373e-07,0.5468086,0.82995033,-0.0027101806,0.09660622,55,3500000000.0
60346,3.0173080587619534e-07,0.5453873,0.83090156,-0.0027048308000000004,0.09835286,55,3500000000.0
60347,3.017351943620003e-07,0.5439752,0.83184326,-0.0026741228000000004,0.10006972,55,3500000000.0
60348,3.0174104440844953e-07,0.5421298999999999,0.8330690000000001,-0.0025941026000000002,0.102268085,55,3500000000.0
60349,3.017454333355922e-07,0.5407903000000001,0.83395535,-0.0025053582999999997,0.10382161,55,3500000000.0
60350,3.017512855333629e-07,0.5390885,0.8350773000000001,-0.0023501927,0.10572745,55,3500000000.0
60351,3.017556743640235e-07,0.53789157,0.83586395,-0.002207568,0.107009724,55,3500000000.0
60352,3.0176006295331767e-07,0.5367757,0.8365955,-0.0020438991,0.10815049,55,3500000000.0
60353,3.0176591637880784e-07,0.5354323000000001,0.8374746,-0.0017955456,0.109432325,55,3500000000.0
60354,3.017703050395923e-07,0.5345465,0.8380536,-0.0015891223000000002,0.11020999999999999,55,3500000000.0
60355,3.017761544996439e-07,0.5335441999999999,0.83870876,-0.0012908494,0.11100432,55,3500000000.0
60356,3.017805430047186e-07,0.5329356,0.8391073,-0.0010525378,0.11142269,55,3500000000.0
60357,3.0178639506810823e-07,0.5323266999999999,0.83950806,-0.0007197893600000001,0.11176845,55,3500000000.0
60358,3.017907836612588e-07,0.5320278,0.83970755,-0.0004621988,0.11188809,55,3500000000.0
60359,3.0179517210781853e-07,0.53186727,0.8398183000000001,-0.00020050268,0.11190837599999999,55,3500000000.0
60360,3.0180102503783694e-07,0.53187084,0.8398267,0.00015052095,0.111813866,55,3500000000.0
60361,3.018054139264146e-07,0.5320365,0.8397286,0.00041193326,0.11167809,55,3500000000.0
60362,3.018112642967251e-07,0.5324709,0.83946055,0.0007532147999999999,0.111441456,55,3500000000.0
60363,3.01815653128402e-07,0.5329524999999999,0.839159,0.0010006925999999998,0.11123921,55,3500000000.0
60364,3.0182004235376647e-07,0.5335624,0.83877414,0.0012382685,0.11102477,55,3500000000.0
60365,3.0182589397771285e-07,0.53456396,0.8381377,0.0015357609,0.11072634,55,3500000000.0
60366,3.0183028162458924e-07,0.53544635,0.83757365,0.0017417511,0.11048874,55,3500000000.0
60367,3.0183613435140105e-07,0.53678197,0.83671457,0.0019902126,0.110135734,55,3500000000.0
60368,3.018405225671464e-07,0.5378897,0.83599836,0.0021546383,0.10983164,55,3500000000.0
60369,3.0184637294609836e-07,0.5394875,0.834959,0.0023420092,0.10933841,55,3500000000.0
60370,3.0185076204560513e-07,0.5407623,0.8341251000000001,0.0024571563,0.10888521,55,3500000000.0
60371,3.0185515091292657e-07,0.5420885999999999,0.83325297,0.0025494476,0.108340286,55,3500000000.0
60372,3.0186100330345894e-07,0.5439159,0.8320443000000001,0.0026357563,0.107448585,55,3500000000.0
60373,3.018653924726658e-07,0.54531395,0.8311139999999999,0.0026723177000000002,0.10664132,55,3500000000.0
60374,3.018712466360393e-07,0.54719085,0.82985735,0.002683108,0.105367616,55,3500000000.0
60375,3.018756353101795e-07,0.5485904,0.8289148000000001,0.0026627807000000002,0.10426525,55,3500000000.0
60376,3.01880024370687e-07,0.5499698000000001,0.827981,0.0026183946,0.10303878,55,3500000000.0
60377,3.018858747519143e-07,0.5517553000000001,0.8267652,0.002522686,0.101232365,55,3500000000.0
60378,3.018902640864618e-07,0.5530399,0.8258853999999999,0.0024243812,0.09976317,55,3500000000.0
60379,3.018961152875661e-07,0.55465716,0.8247715,0.0022597646,0.09769204,55,3500000000.0
60380,3.019005042874988e-07,0.5557853,0.82399046,0.002112561,0.096082635,55,3500000000.0
60381,3.0190635743273675e-07,0.5571578,0.8230351999999999,0.0018870998999999998,0.09391539,55,3500000000.0
60382,3.019107459028036e-07,0.5580763000000001,0.8223927,0.0016981274,0.09230953,55,3500000000.0
60383,3.019151347468617e-07,0.55889124,0.82181984,0.0014938681,0.09074966599999999,55,3500000000.0
60384,3.0192098507034457e-07,0.55980414,0.8211748999999999,0.001200908,0.08879502,55,3500000000.0
60385,3.0192537375270016e-07,0.5603513000000001,0.8207858,0.0009680764599999999,0.08745476,55,3500000000.0
60386,3.0193122569578945e-07,0.5608880999999999,0.8204009,0.0006439946599999999,0.08588201,55,3500000000.0
60387,3.0193561505299805e-07,0.5611411999999999,0.8202164000000001,0.00039340767999999996,0.08489096,55,3500000000.0
60388,3.01940003858997e-07,0.5612635,0.8201235,0.00013882336000000002,0.08408221,55,3500000000.0
60389,3.019458564978076e-07,0.561221,0.82014364,-0.0002031111,0.08330646,55,3500000000.0
60390,3.0195024534442076e-07,0.5610348000000001,0.8202671,-0.0004584374,0.08296624,55,3500000000.0
60391,3.0195609613093765e-07,0.5605833,0.8205739,-0.00079306494,0.08284604,55,3500000000.0
60392,3.0196048486446054e-07,0.5600955,0.8209082000000001,-0.0010368411,0.08300147,55,3500000000.0
60393,3.0196633686970267e-07,0.5592534,0.8214870000000001,-0.0013480332,0.08353251,55,3500000000.0
60394,3.0197072589153985e-07,0.5584847,0.8220158000000001,-0.0015682305999999999,0.08416238,55,3500000000.0
60395,3.019751147339744e-07,0.55760556,0.8226203999999999,-0.0017747942000000002,0.0849802,55,3500000000.0
60396,3.019809680048672e-07,0.5562739999999999,0.8235345,-0.0020256692,0.08633458,55,3500000000.0
60397,3.019853571788357e-07,0.55516726,0.82429254,-0.0021929445000000002,0.08752843,55,3500000000.0
60398,3.019912083628486e-07,0.55356616,0.82538605,-0.0023849572,0.08932177,55,3500000000.0
60399,3.019955968154141e-07,0.55228454,0.8262582,-0.0025038025,0.09078978,55,3500000000.0
60400,3.0200144870342676e-07,0.5504899000000001,0.82747513,-0.0026262959999999998,0.09287296,55,3500000000.0
60401,3.020058377959141e-07,0.5490955,0.8284169,-0.0026898389000000003,0.09449771,55,3500000000.0
60402,3.020102265671599e-07,0.547674,0.82937354,-0.0027282153999999997,0.09615096,55,3500000000.0
60403,3.0201607954406416e-07,0.5457589,0.8306568000000001,-0.0027393566,0.09836075,55,3500000000.0
60404,3.0202046844075323e-07,0.5443259,0.8316128,-0.0027173747999999997,0.09999093,55,3500000000.0
60405,3.0202631901660513e-07,0.5424459,0.8328620999999999,-0.0026477646999999997,0.10208576,55,3500000000.0
60406,3.0203070732389823e-07,0.541076,0.83376855,-0.0025658042,0.10357112,55,3500000000.0
60407,3.0203509587231536e-07,0.5397555,0.8346396,-0.0024590709,0.10496333,55,3500000000.0
60408,3.0204094838181193e-07,0.538094,0.8357321,-0.002279865,0.10664245,55,3500000000.0
60409,3.020453380002775e-07,0.53693825,0.83648956,-0.0021194073,0.10775329,55,3500000000.0
60410,3.020511925511047e-07,0.53553957,0.8374041999999999,-0.0018735516,0.1090184,55,3500000000.0
60411,3.0205558230207874e-07,0.5346116,0.83801025,-0.0016676394,0.109799005,55,3500000000.0
60412,3.020614336569709e-07,0.53355324,0.8387011999999999,-0.0013682545000000001,0.11061408,55,3500000000.0
60413,3.0206582219068484e-07,0.5329037,0.83912563,-0.0011279058,0.111060806,55,3500000000.0
60414,3.0207021159833537e-07,0.5323850999999999,0.83946574,-0.00087659195,0.1113798,55,3500000000.0
60415,3.020760628711831e-07,0.53190655,0.8397825999999999,-0.0005289308999999999,0.111623,55,3500000000.0
60416,3.02080451598027e-07,0.5317118000000001,0.8399148999999999,-0.00026204273999999995,0.111689866,55,3500000000.0
60417,3.0208630497561314e-07,0.5316744999999999,0.8399493,9.705431e-05,0.11165724,55,3500000000.0
60418,3.020906940702761e-07,0.53181356,0.8398681999999998,0.00036522737,0.11156358,55,3500000000.0
60419,3.020950822518961e-07,0.53209406,0.8396962,0.00062948343,0.111425914,55,3500000000.0
60420,3.021009325418655e-07,0.53268266,0.83932894,0.00097134826,0.11119732,55,3500000000.0
60421,3.0210532077255357e-07,0.53327924,0.83895284,0.0012167439999999999,0.111001104,55,3500000000.0
60422,3.02111170733389e-07,0.53426963,0.8383241,0.0015247362,0.11071339,55,3500000000.0
60423,3.021155586919703e-07,0.53514886,0.83776253,0.0017385865,0.11047523,55,3500000000.0
60424,3.021214110317343e-07,0.5364867,0.8369030999999999,0.0019971472,0.11011567,55,3500000000.0
60425,3.021257991580655e-07,0.53760064,0.8361834999999999,0.0021687553,0.10980282,55,3500000000.0
60426,3.021301879194404e-07,0.5387976,0.8354064,0.0023195976000000003,0.10943615,55,3500000000.0
60427,3.0213603829315075e-07,0.5405018,0.8342936,0.002486125,0.10884515,55,3500000000.0
60428,3.021404265214127e-07,0.5418455,0.8334110999999998,0.0025837679999999997,0.108303905,55,3500000000.0
60429,3.0214627651012345e-07,0.5436995,0.8321859,0.0026761171999999996,0.10743024,55,3500000000.0
60430,3.0215066479952e-07,0.5451203,0.8312415000000001,0.0027163678,0.10664861,55,3500000000.0
60431,3.021550528627366e-07,0.5465519,0.8302848,0.0027314535999999998,0.105750605,55,3500000000.0
60432,3.021609059918464e-07,0.54845583,0.82900476,0.0027124286,0.10436886,55,3500000000.0
60433,3.021652947598663e-07,0.5498621,0.82805383,0.0026691314,0.10319976,55,3500000000.0
60434,3.0217114526945355e-07,0.5516840000000001,0.8268143,0.0025736714999999998,0.10147684,55,3500000000.0
60435,3.0217553388535427e-07,0.55299544,0.82591695,0.0024747127,0.10007807,55,3500000000.0
60436,3.0218138420749805e-07,0.5546475000000001,0.82478017,0.002308163,0.09810246,55,3500000000.0
60437,3.021857733786043e-07,0.55580074,0.82398236,0.0021587526,0.09656604,55,3500000000.0
60438,3.021901616867621e-07,0.5568687,0.82324016,0.0019899201999999997,0.09500674,55,3500000000.0
60439,3.0219601459347584e-07,0.55814433,0.82234913,0.0017371323999999999,0.09293786,55,3500000000.0
60440,3.02200403611756e-07,0.55897874,0.8217633,0.0015290616,0.09143048,55,3500000000.0
60441,3.022062543843887e-07,0.5599143,0.8211027,0.0012305231,0.08952867,55,3500000000.0
60442,3.0221064331700394e-07,0.56047577,0.8207038000000001,0.0009932477,0.08821441,55,3500000000.0
60443,3.0221503214252033e-07,0.56091124,0.8203921999999999,0.00074685586,0.08702309,55,3500000000.0
60444,3.0222088246756323e-07,0.5612893,0.820118,0.00040796943,0.085663535,55,3500000000.0
60445,3.0222527139239307e-07,0.5614179,0.8200206,0.0001487918,0.08483893,55,3500000000.0
60446,3.022311242524692e-07,0.5613798000000001,0.82003754,-0.00019908819,0.08402399,55,3500000000.0
60447,3.022355127798613e-07,0.56119436,0.8201603999999999,-0.00045862255999999993,0.08363960000000001,55,3500000000.0
60448,3.0224136428030894e-07,0.56074035,0.82046854,-0.0007985211,0.083444595,55,3500000000.0
60449,3.022457538688957e-07,0.5602484000000001,0.82080555,-0.001045898,0.08353322,55,3500000000.0
60450,3.022501431019185e-07,0.5596309,0.82122976,-0.0012842206,0.08382348,55,3500000000.0
60451,3.022559945650816e-07,0.55862147,0.8219238999999999,-0.0015840905,0.08451191,55,3500000000.0
60452,3.022603845371753e-07,0.5577328,0.82253474,-0.0017929320000000001,0.08524173,55,3500000000.0
60453,3.0226623818790047e-07,0.5563872,0.82345825,-0.0020460979999999997,0.08647617,55,3500000000.0
60454,3.0227062745898287e-07,0.5552691,0.82422376,-0.0022145584,0.08757955,55,3500000000.0
60455,3.022750164396399e-07,0.5540685000000001,0.82504386,-0.002362815,0.08881585,55,3500000000.0
60456,3.0228086854542786e-07,0.5523578,0.82620835,-0.002526506,0.09063779,55,3500000000.0
60457,3.022852579524302e-07,0.55100733,0.8271243,-0.0026221216999999996,0.09211016,55,3500000000.0
60458,3.022911093118393e-07,0.5491406999999999,0.8283851000000001,-0.0027113974,0.09417119,55,3500000000.0
60459,3.022954989092691e-07,0.5477075,0.8293493000000001,-0.0027487183000000004,0.09576151,55,3500000000.0
60460,3.0230135286355357e-07,0.5457779,0.8306418999999999,-0.0027579970000000003,0.09790448,55,3500000000.0
60461,3.0230574150051343e-07,0.54433537,0.8316041,-0.0027343453999999997,0.099495314,55,3500000000.0
60462,3.0231012994469416e-07,0.54291165,0.8325503000000001,-0.0026845662,0.10105349999999999,55,3500000000.0
60463,3.0231598073768856e-07,0.54106665,0.8337716999999999,-0.0025782513000000003,0.103037626,55,3500000000.0
60464,3.023203687300521e-07,0.53974026,0.8346465000000001,-0.0024694495,0.10443292,55,3500000000.0
60465,3.023262188254563e-07,0.53807276,0.8357424999999999,-0.0022875331,0.106135584,55,3500000000.0
60466,3.0233060738607805e-07,0.5369138000000001,0.8365020000000001,-0.0021250788,0.10727726,55,3500000000.0
60467,3.023364605667262e-07,0.5355123,0.83741856,-0.0018767159,0.10859906,55,3500000000.0
60468,3.023408492358838e-07,0.5345833999999999,0.83802515,-0.0016690928,0.10942959,55,3500000000.0
60469,3.0234523829135253e-07,0.53376913,0.83855665,-0.0014453670000000001,0.11012055,55,3500000000.0
60470,3.023510901518271e-07,0.53287596,0.8391404,-0.0011259153,0.11082878,55,3500000000.0
60471,3.023554791971696e-07,0.53235894,0.8394796999999998,-0.0008735397,0.111205384,55,3500000000.0
60472,3.023613293548569e-07,0.5318833000000001,0.8397946,-0.00052489515,0.111523956,55,3500000000.0
60473,3.023657180264857e-07,0.531691,0.8399257,-0.00025752882,0.11163958,55,3500000000.0
60474,3.0237010652493966e-07,0.5316417,0.83996516,1.1874446e-05,0.111669004,55,3500000000.0
60475,3.023759602197313e-07,0.53179914,0.8398752,0.00036981803999999995,0.11159838,55,3500000000.0
60476,3.023803492524391e-07,0.5320822,0.83970195,0.0006337396,0.11148272,55,3500000000.0
60477,3.023862012925039e-07,0.53267425,0.8393326999999999,0.0009748261,0.11127034599999999,55,3500000000.0
60478,3.0239059094995943e-07,0.533273,0.8389556,0.0012193911,0.11107802,55,3500000000.0
60479,3.0239644217917745e-07,0.53426516,0.83832586,0.0015259541,0.110786736,55,3500000000.0
60480,3.024008307089085e-07,0.53514516,0.83776414,0.0017385382,0.11054387,55,3500000000.0
60481,3.024052196011048e-07,0.5361316999999999,0.8371311,0.0019341004000000001,0.11027447,55,3500000000.0
60482,3.0241107200754854e-07,0.53759575,0.8361864999999999,0.0021653655,0.10986154,55,3500000000.0
60483,3.0241546080855835e-07,0.5387908,0.83541083,0.0023147023999999998,0.109499425,55,3500000000.0
60484,3.024213125455264e-07,0.54049164,0.8343008,0.0024792966,0.10892085,55,3500000000.0
60485,3.024257008542902e-07,0.5418316,0.833421,0.0025755414000000003,0.10839760000000001,55,3500000000.0
60486,3.024300889899521e-07,0.5432127,0.8325094999999999,0.0026476427,0.10778709,55,3500000000.0
60487,3.024359400542193e-07,0.5450955,0.8312594999999999,0.002705385,0.10681479,55,3500000000.0
60488,3.024403291996025e-07,0.5465217,0.8303067,0.0027195825,0.10595877,55,3500000000.0
60489,3.024461827353075e-07,0.5484175,0.8290328000000001,0.002699714,0.10463856,55,3500000000.0
60490,3.024505715966829e-07,0.5498173000000001,0.8280864,0.0026560798,0.10351692,55,3500000000.0
60491,3.0245642294634826e-07,0.5516307,0.82685304,0.0025605864000000002,0.10185975,55,3500000000.0
60492,3.0246081236790485e-07,0.5529358,0.8259605,0.0024619303,0.100504905,55,3500000000.0
60493,3.024652014411252e-07,0.5541803000000001,0.825105,0.0023411831,0.099073775,55,3500000000.0
60494,3.024710513967735e-07,0.55572677,0.82403624,0.002147899,0.097075954,55,3500000000.0
60495,3.024754400234954e-07,0.55678964,0.82329786,0.0019803678,0.095540576,55,3500000000.0
60496,3.024812920842267e-07,0.5580593,0.8224111,0.0017298028,0.09349049,55,3500000000.0
60497,3.0248568078945107e-07,0.55889034,0.82182753,0.0015236884,0.09198111,55,3500000000.0
60498,3.024900699472205e-07,0.55960965,0.8213200999999999,0.0013039530999999999,0.09052907,55,3500000000.0
60499,3.0249592156304264e-07,0.5603840999999999,0.8207703000000002,0.0009931867,0.08872576,55,3500000000.0
60500,3.0250031076753353e-07,0.56082016,0.8204583000000001,0.0007493541000000001,0.08749978,55,3500000000.0
60501,3.025061610846515e-07,0.5612010000000001,0.8201816999999999,0.00041407655,0.086081214,55,3500000000.0
60502,3.025105504151372e-07,0.56133324,0.82008153,0.0001576538,0.085203215,55,3500000000.0
60503,3.025164042681691e-07,0.56130224,0.8200930000000001,-0.00018657089,0.08430831,55,3500000000.0
60504,3.0252079334112807e-07,0.5611236999999999,0.8202105,-0.00044340730000000004,0.08385977,55,3500000000.0
60505,3.025251822917245e-07,0.5608134,0.82042027,-0.0006966361500000001,0.08360892,55,3500000000.0
60506,3.0253103437060856e-07,0.5601991999999999,0.82084006,-0.0010247808,0.08358607400000001,55,3500000000.0
60507,3.0253542322163467e-07,0.55959296,0.82125586,-0.0012608713,0.08380425,55,3500000000.0
60508,3.025412736856859e-07,0.5586005,0.8219378,-0.0015581462,0.08439674,55,3500000000.0
60509,3.025456623666683e-07,0.5577258,0.8225386,-0.001765378,0.08505739999999999,55,3500000000.0
60510,3.0255005062180026e-07,0.55674773,0.8232098,-0.0019568898999999997,0.08589452,55,3500000000.0
60511,3.025559027233533e-07,0.55529726,0.824203,-0.0021846979999999997,0.08725458400000001,55,3500000000.0
60512,3.0256029106528843e-07,0.5541124,0.82501215,-0.002332663,0.08844009,55,3500000000.0
60513,3.025661422476416e-07,0.5524226999999999,0.8261622,-0.0024966404,0.09020676,55,3500000000.0
60514,3.0257053168775074e-07,0.5510877,0.82706785,-0.0025930072,0.09164565,55,3500000000.0
60515,3.0257638258765076e-07,0.549241,0.82831556,-0.0026839666999999997,0.09367674,55,3500000000.0
60516,3.025807725903877e-07,0.5478217,0.82927066,-0.0027230660999999997,0.09525711,55,3500000000.0
60517,3.025851621547885e-07,0.54638827,0.83023196,-0.0027365868,0.09686355,55,3500000000.0
60518,3.025910161899049e-07,0.54447764,0.83150774,-0.0027144078999999997,0.09900144,55,3500000000.0
60519,3.0259540548341195e-07,0.5430636,0.8324481,-0.0026676764,0.10057794,55,3500000000.0
60520,3.026012591851292e-07,0.5412281999999999,0.8336638000000001,-0.002565855,0.10259975,55,3500000000.0
60521,3.0260564846284016e-07,0.5399071,0.8345357,-0.0024607233,0.1040319,55,3500000000.0
60522,3.0261003753309587e-07,0.53864765,0.8353644,-0.0023319568,0.10536932,55,3500000000.0
60523,3.0261588775448205e-07,0.53708607,0.83638906,-0.0021256634,0.10698014,55,3500000000.0
60524,3.026202761160664e-07,0.53601736,0.83708835,-0.0019468254,0.10804276,55,3500000000.0
60525,3.02626128774923e-07,0.53474945,0.83791715,-0.0016794541,0.10924769999999999,55,3500000000.0
60526,3.026305171618929e-07,0.5339289,0.83845323,-0.0014598735000000002,0.10998922,55,3500000000.0
60527,3.0263636896228837e-07,0.53302366,0.83904505,-0.0011457019,0.11075654,55,3500000000.0
60528,3.0264075728790693e-07,0.5324953,0.83939165,-0.0008970944999999999,0.11117368,55,3500000000.0
60529,3.026451458797704e-07,0.5321018,0.8396518,-0.000640046,0.11146503,55,3500000000.0
60530,3.026509957808279e-07,0.5317934,0.8398601000000001,-0.00028870263,0.11167756,55,3500000000.0
60531,3.0265538413277164e-07,0.53172684,0.83991075,-2.1978805e-05,0.11172622,55,3500000000.0
60532,3.0266123674116444e-07,0.53185904,0.83983696,0.0003329841,0.11167008,55,3500000000.0
60533,3.0266562484267957e-07,0.53212214,0.83967656,0.00059519307,0.111559294,55,3500000000.0
60534,3.026700135574236e-07,0.5325228,0.8394273999999999,0.0008512487,0.11140446,55,3500000000.0
60535,3.0267586500177235e-07,0.5332635,0.83896184,0.0011787963,0.11115166,55,3500000000.0
60536,3.026802534126155e-07,0.5339661,0.8385166999999999,0.001411051,0.11093328,55,3500000000.0
60537,3.026861025164971e-07,0.5350854,0.8378030999999999,0.0016986534,0.11060977,55,3500000000.0
60538,3.026904911410944e-07,0.53605115,0.83718383,0.0018954074,0.110340536,55,3500000000.0
60539,3.026963431531881e-07,0.5374888000000001,0.8362567,0.0021290206,0.10993599999999999,55,3500000000.0
60540,3.0270073136777835e-07,0.53866535,0.8354935,0.002280651,0.10958285,55,3500000000.0
